0,1,1.3595652299999998
1,2,1.3538164812207036
2,3,1.3016581255078123
3,4,1.0981859880566407
4,5,2.232200117695313
5,6,2.4339098650097655
6,7,1.1448054033398436
7,8,1.2670817094921876
8,9,1.3113512712597657
9,10,1.3313669878125
0,2,1.76843194
1,3,1.7375061892675778
2,4,1.6568138980078122
3,5,2.386737146298828
4,6,2.1543953799414064
5,7,2.5309594058203126
6,8,1.7023423098730466
7,9,1.685138025205078
0,3,2.0443303200000003
1,4,2.0137822242968753
2,5,2.512706479667969
3,6,2.2165410133593753
4,7,2.2383191200488284
5,8,2.6076237770312503
6,9,2.0525548073046878
0,4,2.3638741700000003
1,5,2.7240731446093753
2,6,2.478765222246094
3,7,2.4091927735156253
4,8,2.4702889649218753
5,9,2.8010308472460936
0,5,3.2250149400000003
1,6,3.0248577744726566
2,7,2.9711468369726566
3,8,2.937703386044922
4,9,3.007191911435547
