0,1,0.1449146270751953
1,2,0.14520206451416012
2,3,0.1478099822998047
3,4,0.15798358917236327
4,5,0.10128288269042968
5,6,0.09119739532470703
6,7,0.15565261840820313
7,8,0.14953880310058593
8,9,0.14732532501220702
9,10,0.1463245391845703
0,2,0.07079772949218749
1,3,0.07234401702880859
2,4,0.07637863159179688
3,5,0.039882469177246097
4,6,0.05149955749511718
5,7,0.03267135620117187
6,8,0.07410221099853516
7,9,0.07496242523193358
0,3,0.045595550537109376
1,4,0.047122955322265625
2,5,0.022176742553710938
3,6,0.03698501586914063
4,7,0.03589611053466797
5,8,0.017430877685546874
6,9,0.045184326171875
0,4,0.03240909576416016
1,5,0.014399147033691407
2,6,0.026664543151855465
3,7,0.030143165588378908
4,8,0.027088356018066403
5,9,0.010551261901855468
0,5,0.009988975524902343
1,6,0.019996833801269532
2,7,0.02268238067626953
3,8,0.02435455322265625
4,9,0.020880126953125
